audio_filepath,duration,text,gender,age-group,primary_language,native_place_state,native_place_district,highest_qualification,job_category,occupation_domain
audio/281474976887706_f2223_chunk_1.wav,6.6323125,there are arts and commerce colleges as well as science colleges and there are some institutions,Male,30-45,Gujarati,Gujarat,Sabarkantha,Post Graduate,Part Time,Education and Research
audio/281474976887080_f3201_chunk_3.wav,6.7599375,But I believe we should train our own voice because God has blessed us with certain kind of,Female,30-45,Gujarati,Gujarat,Amreli,Post Graduate,Freelance,Education and Research
audio/281474976883989_f3285_chunk_0.wav,6.8345625,"Yes, I have watched quite a few TV shows on the Prime videos.",Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
audio/281474976887080_f3201_chunk_2.wav,6.86,"nowadays we have Arijit, Sonu Nigam. We try to copy unconsciously, we try to copy them.",Female,30-45,Gujarati,Gujarat,Amreli,Post Graduate,Freelance,Education and Research
audio/281474976887681_f2541_chunk_0.wav,6.97675,Find the top mutual fund schemes rated by credible agencies such as Tata Capital Financial Services,Male,30-45,Gujarati,Gujarat,Sabarkantha,Post Graduate,Part Time,Education and Research
audio/281474976887062_f786_chunk_0.wav,6.981,Open MobiKwik QR code scanner and upload the first picture from my gallery for scanning.,Female,30-45,Gujarati,Gujarat,Amreli,Post Graduate,Freelance,Education and Research
audio/281474976895893_f320_chunk_0.wav,6.9871875,Can you list all the Paid vaccination centres for age group 18+ years in district Chatra,Male,45-60,Gujarati,Gujarat,Amreli,Post Graduate,Part Time,Education and Research
audio/281474976883975_f1039_chunk_0.wav,7.030375,Please use mobile number 82562848140 to register on Co-WIn platform,Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
audio/281474976887083_f2168_chunk_3.wav,7.043,"yes it caters different need and different sectors for example, hospitality, agriculture",Female,30-45,Gujarati,Gujarat,Amreli,Post Graduate,Freelance,Education and Research
audio/281474976883995_f3192_chunk_4.wav,7.0555625,because the Crops have not have not been good and then the farmers will have to suffer,Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
audio/281474976895908_f805_chunk_0.wav,7.080125,This area is also known as Navegaon Bandh locally because of the presence of the water body.,Male,45-60,Gujarati,Gujarat,Amreli,Post Graduate,Part Time,Education and Research
audio/281474976895901_f1916_chunk_0.wav,7.1039375,I stick to the truth of my own voice and then I try to make it believe to my audience.,Male,45-60,Gujarati,Gujarat,Amreli,Post Graduate,Part Time,Education and Research
audio/281474976887698_f2175_chunk_3.wav,7.1050625,He employs a language which is very new to Gujaratis.,Male,30-45,Gujarati,Gujarat,Sabarkantha,Post Graduate,Part Time,Education and Research
audio/281474976895904_f319_chunk_1.wav,7.1125,Can I get a list of such institutes in the academic year 2018 - 2019,Male,45-60,Gujarati,Gujarat,Amreli,Post Graduate,Part Time,Education and Research
audio/281474976887082_f3312_chunk_2.wav,7.142625,the scenario is changing post COVID because during COVID online education was only the option available.,Female,30-45,Gujarati,Gujarat,Amreli,Post Graduate,Freelance,Education and Research
audio/281474976887685_f2641_chunk_0.wav,7.1496875,Find all blood banks having atleast 12 units of A+ available blood at in district Hyderabad,Male,30-45,Gujarati,Gujarat,Sabarkantha,Post Graduate,Part Time,Education and Research
audio/281474976887698_f2175_chunk_5.wav,7.2265,humorous elements in it make me revisit this book over and over again.,Male,30-45,Gujarati,Gujarat,Sabarkantha,Post Graduate,Part Time,Education and Research
audio/281474976883996_f2180_chunk_1.wav,7.245625,"There no as far as I know, there is no vocational training center here",Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
audio/281474976887689_f3057_chunk_0.wav,7.5834375,List all the Paid vaccination centres which provide COVISHIELD Booster Dose,Male,30-45,Gujarati,Gujarat,Sabarkantha,Post Graduate,Part Time,Education and Research
audio/281474976887705_f3172_chunk_2.wav,7.6025,the representation of girls is much higher than say four or five years back,Male,30-45,Gujarati,Gujarat,Sabarkantha,Post Graduate,Part Time,Education and Research
audio/281474976887704_f3204_chunk_0.wav,7.6200625,"Well, there is one stadium called Sabha Stadium in my district for cricket tournaments.",Male,30-45,Gujarati,Gujarat,Sabarkantha,Post Graduate,Part Time,Education and Research
audio/281474976883993_f2221_chunk_0.wav,7.6388125,people express their faith in this religion by doing daily prayers and,Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
audio/281474976887086_f1867_chunk_5.wav,7.6740625,"For example, the civil hospital of Ahmedabad is the best place in Asia to get cancer treated",Female,30-45,Gujarati,Gujarat,Amreli,Post Graduate,Freelance,Education and Research
audio/281474976883993_f2221_chunk_2.wav,7.8206875,to fellow religion members and exchange the information or new knowledge that they have gathered during that period,Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
audio/281474976883976_f2574_chunk_0.wav,7.8596875,Show the current holdings of my APY account with PRAN number 329498585879,Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
audio/281474976887047_f579_chunk_0.wav,7.8913125,A cruise boat service has been started by the tourism department for visitors to the dam and reservoir.,Female,30-45,Gujarati,Gujarat,Amreli,Post Graduate,Freelance,Education and Research
audio/281474976887705_f3172_chunk_0.wav,7.9324375,I think the scholarship program for girls has benefited many girls from remote areas,Male,30-45,Gujarati,Gujarat,Sabarkantha,Post Graduate,Part Time,Education and Research
audio/281474976883998_f2011_chunk_0.wav,7.957,"There are so many unique features in English language, if we are to talk strictly about grammar and punctuation",Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
audio/281474976883996_f2180_chunk_0.wav,7.9701875,"There are many good schools, colleges and universities here in my district. The vocational training centers are non-existent here",Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
audio/281474976887704_f3204_chunk_1.wav,8.1,"Apart from that, there are little facilities for sports in my district,",Male,30-45,Gujarati,Gujarat,Sabarkantha,Post Graduate,Part Time,Education and Research
audio/281474976883989_f3285_chunk_4.wav,8.3456875,And you don't have to wait and watch what the cable TV will show to us.,Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
audio/281474976887706_f2223_chunk_0.wav,8.4653125,In my district there are significant amount of English medium and Gujarati medium schools,Male,30-45,Gujarati,Gujarat,Sabarkantha,Post Graduate,Part Time,Education and Research
audio/281474976895886_f537_chunk_0.wav,8.490875,"Pay Rs. 200 more to the last scanned QR code on PhonePe add a remark saying ""tip"".",Male,45-60,Gujarati,Gujarat,Amreli,Post Graduate,Part Time,Education and Research
audio/281474976883998_f2011_chunk_1.wav,8.494625,Then there are many features that make grammar of English language unique,Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
audio/281474976895904_f319_chunk_0.wav,8.5206875,I want to get enrolled myself in an Unaided-Private institutes offering Diploma level programs in Management,Male,45-60,Gujarati,Gujarat,Amreli,Post Graduate,Part Time,Education and Research
audio/281474976887080_f3201_chunk_0.wav,8.5600625,Common mistake which normally singer tend to do is to follow someone else's voice.,Female,30-45,Gujarati,Gujarat,Amreli,Post Graduate,Freelance,Education and Research
audio/281474976883993_f2221_chunk_3.wav,8.6088125,or any new such belief or encounter if they encounter any new tradition about religion then they discuss that.,Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
audio/281474976887082_f3312_chunk_3.wav,8.70575,Online education opens doors of endless opportunities for the people in the rural area,Female,30-45,Gujarati,Gujarat,Amreli,Post Graduate,Freelance,Education and Research
audio/281474976883996_f2180_chunk_4.wav,8.8155,So there is more focus on job-oriented courses and less on personality development courses and language courses,Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
audio/281474976887707_f3323_chunk_2.wav,8.8266875,of course in India English is not spoken with one accent,Male,30-45,Gujarati,Gujarat,Sabarkantha,Post Graduate,Part Time,Education and Research
audio/281474976883991_f2291_chunk_0.wav,8.8493125,There are committees especially set up to handle these kind of issues like there is one separate committee for to,Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
audio/281474976883993_f2221_chunk_1.wav,8.8513125,the traditions that are being continued for the decades and by gathering annually and monthly,Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
audio/281474976887707_f3323_chunk_4.wav,8.8844375,so all this diversity of our languages have definitely impacted English,Male,30-45,Gujarati,Gujarat,Sabarkantha,Post Graduate,Part Time,Education and Research
audio/281474976887688_f91_chunk_0.wav,9.1779375,Find all approved AICTE institutes in the academic year 2020-2021 offering UG courses,Male,30-45,Gujarati,Gujarat,Sabarkantha,Post Graduate,Part Time,Education and Research
audio/281474976887669_f628_chunk_0.wav,9.288625,"At the end of the tour, India had played 37 matches, winning 34, drawing 2, with one abandoned.",Male,30-45,Gujarati,Gujarat,Sabarkantha,Post Graduate,Part Time,Education and Research
audio/281474976887705_f3172_chunk_6.wav,9.2924375,So I think these two government initiatives have helped people from my district as well as from the state.,Male,30-45,Gujarati,Gujarat,Sabarkantha,Post Graduate,Part Time,Education and Research
audio/281474976887707_f3323_chunk_0.wav,9.4555,"Yeah, many many words from Indian languages have crept in in English",Male,30-45,Gujarati,Gujarat,Sabarkantha,Post Graduate,Part Time,Education and Research
audio/281474976883996_f2180_chunk_2.wav,9.7010625,Because most of the colleges and universities and even schools also They focus education on job-oriented courses only,Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
audio/281474976883991_f2291_chunk_1.wav,9.7564375,handle codes of conduct and there is one to investigate into Corruption into selections and one is I think,Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
audio/281474976883996_f2180_chunk_3.wav,10.023125,"Even from young age,like, students from standard 8, 9 are also taught how they will get job or how they will set up business",Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
audio/281474976887086_f1867_chunk_4.wav,10.358125,"Other than that people of Rajasthan, Madhya Pradesh and Maharashtra also depend on Ahmedabad for better and affordable medical services",Female,30-45,Gujarati,Gujarat,Amreli,Post Graduate,Freelance,Education and Research
audio/281474976887082_f3312_chunk_4.wav,10.3709375,where proper education system is not easily available may be due to infrastructure or may be due to some traditional constraints.,Female,30-45,Gujarati,Gujarat,Amreli,Post Graduate,Freelance,Education and Research
audio/281474976887705_f3172_chunk_1.wav,10.4325,"to get a good education in my district because I work in a college and I see that because of that program,",Male,30-45,Gujarati,Gujarat,Sabarkantha,Post Graduate,Part Time,Education and Research
audio/281474976895906_f2159_chunk_0.wav,10.590375,"Sports teach a person sportsman spirit, hard work, alertness, acceptance, and discipline more than any other source.",Male,45-60,Gujarati,Gujarat,Amreli,Post Graduate,Part Time,Education and Research
audio/281474976895927_f289_chunk_0.wav,10.6721875,"Delete Scotch brite Soap Dispensing Dishwand , Cothas Vanilla Milkshake and Cremica Mix Fruit Jam from my shopping list.",Male,45-60,Gujarati,Gujarat,Amreli,Post Graduate,Part Time,Education and Research
audio/281474976887080_f3201_chunk_5.wav,10.800625,"Secondly, we should always give importance to our folk music which nowadays are mixed and made fusion of.",Female,30-45,Gujarati,Gujarat,Amreli,Post Graduate,Freelance,Education and Research
audio/281474976883998_f2011_chunk_3.wav,11.2365625,So the other thing that makes English grammar unique is that most of the rules are very well structured,Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
audio/281474976887687_f685_chunk_0.wav,11.444875,Download my vaccine certificate using phone number 97515178528 and OTP 514395.,Male,30-45,Gujarati,Gujarat,Sabarkantha,Post Graduate,Part Time,Education and Research
audio/281474976883989_f3285_chunk_3.wav,11.9269375,then the experience here is quite unique because here you don't have to wait for the ads. You can watch movies continuously without interruption from ads.,Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
audio/281474976887706_f2223_chunk_3.wav,12.16475,"SI,so I think there are good, there are opportunities for basic education in my district.",Male,30-45,Gujarati,Gujarat,Sabarkantha,Post Graduate,Part Time,Education and Research
audio/281474976883998_f2011_chunk_4.wav,12.4730625,And not much is left at the behest of the writer or author and grammar punctuation is very well structured and written and documented as well,Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
audio/281474976883998_f2011_chunk_2.wav,12.580625,"For example, in English there is only singular and plural Whereas in Sanskrit and Arabic there is singular, plural and for two members also",Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
audio/281474976883995_f3192_chunk_3.wav,12.5985625,"so If the season is tough or the rain does not come good or if there is any paste problem, etc then the whole district is under burden",Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
audio/281474976883995_f3192_chunk_2.wav,12.7025,So the Economics part The thing is that most of the people here depend on agriculture. So and they mainly depend on cash crops,Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
audio/281474976895913_f380_chunk_0.wav,12.726625,Fatehgarh remained a military station of considerable importance and in 1802 it became the headquarters of the Governor General's Agent for the ceded provinces.,Male,45-60,Gujarati,Gujarat,Amreli,Post Graduate,Part Time,Education and Research
audio/281474976887666_f835_chunk_0.wav,12.7674375,"Also, it is the only major tributary of Godavari to have both its source and confluence located within the same district - Ahmednagar.",Male,30-45,Gujarati,Gujarat,Sabarkantha,Post Graduate,Part Time,Education and Research
audio/281474976883995_f3192_chunk_6.wav,13.2435625,"and The opportunities that here are the education is growing. So there there are certain younger people who are taking up agriculture also and Taking other government jobs, etc.",Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
audio/281474976887086_f1867_chunk_6.wav,14.36525,"The radiation, the chemotherapy, everything, every every option for cancer treatment is available over here and it is largely used not only by the people of Gujarat but also by the nearby states.",Female,30-45,Gujarati,Gujarat,Amreli,Post Graduate,Freelance,Education and Research
audio/281474976883994_f3251_chunk_4.wav,14.390875,And the third is never speak ill of anybody and do not make presumptions about them because everybody may have different conditions when they performed certain activity or certain task,Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
audio/281474976895891_f1721_chunk_0.wav,15.5116875,"Because of lack of water, no industrial development could happen here. Moreover, no broad gauge of railway connectivity is also a challenging aspect for development.",Male,45-60,Gujarati,Gujarat,Amreli,Post Graduate,Part Time,Education and Research
audio/281474976887698_f2175_chunk_2.wav,15.7283125,"This book, I keep coming back to this book because first, it is an experimental novel, This type of novels are not usually written in Gujarati",Male,30-45,Gujarati,Gujarat,Sabarkantha,Post Graduate,Part Time,Education and Research
audio/281474976895902_f1846_chunk_0.wav,17.081875,16th March 1976 27th October 1991 8th January 1972 18th December 1944 10th June 2002,Male,45-60,Gujarati,Gujarat,Amreli,Post Graduate,Part Time,Education and Research
audio/281474976887705_f3172_chunk_4.wav,17.8625,There is also I think the scheme of Ayushman Bharat has helped many people get good,Male,30-45,Gujarati,Gujarat,Sabarkantha,Post Graduate,Part Time,Education and Research
audio/281474976887698_f2175_chunk_4.wav,20.1614375,He uses many postmodern techniques in Gujarati literature for the very first time and he also employs himself as one of the characters and this novel has a pretty unique theme and the overall language and the,Male,30-45,Gujarati,Gujarat,Sabarkantha,Post Graduate,Part Time,Education and Research
audio/281474976887701_f2292_chunk_0.wav,20.241125,I think every major university in Gujarat has an exchange program for students who want to go abroad. And there are many technical universities who send their bright students abroad on scholarships.,Male,30-45,Gujarati,Gujarat,Sabarkantha,Post Graduate,Part Time,Education and Research
audio/281474976887703_f1942_chunk_0.wav,20.7988125,"Well, there is nothing to think about. Women must represent sports and I think in Gujarat, women are particularly behind in sports that require muscle strength and stamina.",Male,30-45,Gujarati,Gujarat,Sabarkantha,Post Graduate,Part Time,Education and Research
audio/281474976887701_f2292_chunk_1.wav,21.18,"There are also government scholarships that are available for students who want to go abroad for higher studies. So, just like other states, these are the options for students who want to go abroad and study further.",Male,30-45,Gujarati,Gujarat,Sabarkantha,Post Graduate,Part Time,Education and Research
audio/281474976895890_f1917_chunk_0.wav,27.8063125,"The government and people arrange and celebrate different festivals associated with environment. For example, for lions, Asiatic lions, we have Lions Day celebrated near the Gir forest. Some cultural programs are arranged at historical places such as Tana Riri festival, music festival at Modhera Sun Temple.",Male,45-60,Gujarati,Gujarat,Amreli,Post Graduate,Part Time,Education and Research
